crop,target,task_type,count,with_images,gap_level
甘蓝,先期抽薹,symptom_diagnosis,1,1,severe_gap
甘蓝,叶斑病,chemical_control,3,2,thin
甘蓝,叶斑病,symptom_diagnosis,2,2,severe_gap
甘蓝,叶烧边,chemical_control,1,1,severe_gap
甘蓝,叶烧边,occurrence_condition,1,1,severe_gap
甘蓝,叶烧边,safety_correction,1,1,severe_gap
甘蓝,叶烧边,symptom_diagnosis,1,1,severe_gap
甘蓝,地老虎,agronomic_control,1,1,severe_gap
甘蓝,地老虎,chemical_control,1,1,severe_gap
甘蓝,地老虎,safety_correction,1,1,severe_gap
甘蓝,地蛆,general_qa,1,1,severe_gap
甘蓝,夜蛾,agronomic_control,1,0,severe_gap
甘蓝,夜蛾,chemical_control,2,0,severe_gap
甘蓝,夜蛾类,chemical_control,1,1,severe_gap
甘蓝,夜蛾类,safety_correction,1,1,severe_gap
甘蓝,害虫,chemical_control,1,0,severe_gap
甘蓝,小菜蛾,agronomic_control,2,2,severe_gap
甘蓝,小菜蛾,biological_control,4,2,thin
甘蓝,小菜蛾,chemical_control,11,5,covered
甘蓝,小菜蛾,occurrence_condition,1,0,severe_gap
甘蓝,小菜蛾,safety_correction,7,5,thin
甘蓝,小菜蛾,symptom_diagnosis,5,4,thin
甘蓝,干烧心,chemical_control,3,2,thin
甘蓝,干烧心,general_qa,1,1,severe_gap
甘蓝,干烧心,safety_correction,1,1,severe_gap
甘蓝,斑病,biological_control,1,0,severe_gap
甘蓝,斑病,chemical_control,1,0,severe_gap
甘蓝,斜纹夜蛾,agronomic_control,1,0,severe_gap
甘蓝,斜纹夜蛾,chemical_control,1,0,severe_gap
甘蓝,斜纹夜蛾,safety_correction,1,0,severe_gap
甘蓝,斜蚊夜蛾,agronomic_control,1,0,severe_gap
甘蓝,斜蚊夜蛾,control_timing,1,0,severe_gap
甘蓝,斜蚊夜蛾,occurrence_condition,1,0,severe_gap
甘蓝,晚疫病,symptom_diagnosis,1,1,severe_gap
甘蓝,未熟抽薹,occurrence_condition,1,1,severe_gap
甘蓝,未熟抽薹,safety_correction,1,1,severe_gap
甘蓝,枯萎病,agronomic_control,3,2,thin
甘蓝,枯萎病,chemical_control,3,2,thin
甘蓝,枯萎病,safety_correction,3,2,thin
甘蓝,枯萎病,symptom_diagnosis,4,4,thin
甘蓝,根瘤病,general_qa,1,1,severe_gap
甘蓝,根结线虫,biological_control,1,0,severe_gap
甘蓝,根结线虫,chemical_control,1,0,severe_gap
甘蓝,根结线虫,general_qa,1,0,severe_gap
甘蓝,根结线虫病,agronomic_control,1,1,severe_gap
甘蓝,根结线虫病,chemical_control,1,1,severe_gap
甘蓝,根结线虫病,symptom_diagnosis,1,1,severe_gap
甘蓝,根肿病,agronomic_control,2,1,severe_gap
甘蓝,根肿病,chemical_control,4,3,thin
甘蓝,根肿病,general_qa,1,1,severe_gap
甘蓝,根肿病,occurrence_condition,1,1,severe_gap
甘蓝,根腐病,agronomic_control,1,0,severe_gap
甘蓝,根腐病,chemical_control,1,1,severe_gap
甘蓝,根腐病,occurrence_condition,1,0,severe_gap
甘蓝,根腐病,symptom_diagnosis,1,1,severe_gap
甘蓝,水肿病,symptom_diagnosis,1,1,severe_gap
甘蓝,潜叶蝇,general_qa,1,1,severe_gap
甘蓝,潜叶蝇,safety_correction,1,1,severe_gap
甘蓝,灰霉病,agronomic_control,1,1,severe_gap
甘蓝,灰霉病,biological_control,1,0,severe_gap
甘蓝,灰霉病,chemical_control,5,3,thin
甘蓝,灰霉病,occurrence_condition,1,1,severe_gap
甘蓝,灰霉病,symptom_diagnosis,2,2,severe_gap
甘蓝,炭疽病,agronomic_control,1,1,severe_gap
甘蓝,炭疽病,chemical_control,2,2,severe_gap
甘蓝,炭疽病,safety_correction,1,1,severe_gap
甘蓝,炭疽病,symptom_diagnosis,3,3,thin
甘蓝,煤污病,agronomic_control,1,1,severe_gap
甘蓝,煤污病,biological_control,1,0,severe_gap
甘蓝,煤污病,chemical_control,2,1,severe_gap
甘蓝,煤污病,occurrence_condition,1,1,severe_gap
甘蓝,煤污病,safety_correction,1,1,severe_gap
甘蓝,煤污病,symptom_diagnosis,1,1,severe_gap
甘蓝,猝倒病,agronomic_control,3,1,thin
甘蓝,猝倒病,chemical_control,4,2,thin
甘蓝,猝倒病,general_qa,1,1,severe_gap
甘蓝,猝倒病,occurrence_condition,4,2,thin
甘蓝,猝倒病,safety_correction,1,0,severe_gap
甘蓝,猝倒病,symptom_diagnosis,1,1,severe_gap
甘蓝,甘蓝夜蛾,agronomic_control,2,1,severe_gap
甘蓝,甘蓝夜蛾,biological_control,2,2,severe_gap
甘蓝,甘蓝夜蛾,chemical_control,6,3,thin
甘蓝,甘蓝夜蛾,control_timing,1,1,severe_gap
甘蓝,甘蓝夜蛾,safety_correction,2,1,severe_gap
甘蓝,甘蓝夜蛾,symptom_diagnosis,2,2,severe_gap
甘蓝,甜菜夜蛾,agronomic_control,2,1,severe_gap
甘蓝,甜菜夜蛾,chemical_control,1,0,severe_gap
甘蓝,甜菜夜蛾,control_timing,1,0,severe_gap
甘蓝,甜菜夜蛾,safety_correction,1,1,severe_gap
甘蓝,生理性,chemical_control,1,0,severe_gap
甘蓝,生理性,occurrence_condition,1,0,severe_gap
甘蓝,生理性障碍,agronomic_control,1,0,severe_gap
甘蓝,生理性障碍,chemical_control,1,0,severe_gap
甘蓝,生理性障碍,safety_correction,1,0,severe_gap
甘蓝,生理性障碍,symptom_diagnosis,1,0,severe_gap
甘蓝,疫病,chemical_control,1,0,severe_gap
甘蓝,疫病,occurrence_condition,1,0,severe_gap
甘蓝,疫病,symptom_diagnosis,1,1,severe_gap
甘蓝,病毒病,agronomic_control,3,3,thin
甘蓝,病毒病,biological_control,1,0,severe_gap
甘蓝,病毒病,chemical_control,13,9,covered
甘蓝,病毒病,general_qa,1,1,severe_gap
甘蓝,病毒病,occurrence_condition,3,3,thin
甘蓝,病毒病,safety_correction,3,3,thin
甘蓝,病毒病,symptom_diagnosis,8,8,covered
甘蓝,种蝇,occurrence_condition,1,1,severe_gap
甘蓝,立枯病,chemical_control,1,1,severe_gap
甘蓝,立枯病,occurrence_condition,1,1,severe_gap
甘蓝,细菌性,chemical_control,1,1,severe_gap
甘蓝,细菌性,safety_correction,2,2,severe_gap
甘蓝,缘枯病,agronomic_control,1,0,severe_gap
甘蓝,缘枯病,chemical_control,2,1,severe_gap
甘蓝,缘枯病,symptom_diagnosis,1,1,severe_gap
甘蓝,缺氮素,general_qa,1,0,severe_gap
甘蓝,缺硼症,chemical_control,2,2,severe_gap
甘蓝,缺硼症,general_qa,1,1,severe_gap
甘蓝,缺硼症,occurrence_condition,2,2,severe_gap
甘蓝,缺硼症,safety_correction,1,1,severe_gap
甘蓝,缺硼症,symptom_diagnosis,3,3,thin
甘蓝,缺素症,symptom_diagnosis,1,1,severe_gap
甘蓝,缺钙,chemical_control,1,0,severe_gap
甘蓝,缺钙,occurrence_condition,1,0,severe_gap
甘蓝,缺钙症,chemical_control,1,0,severe_gap
甘蓝,缺钙症,occurrence_condition,1,0,severe_gap
甘蓝,缺钙症,symptom_diagnosis,1,0,severe_gap
甘蓝,缺铁症,symptom_diagnosis,1,1,severe_gap
甘蓝,缺锰症,chemical_control,1,1,severe_gap
甘蓝,缺锰症,symptom_diagnosis,1,1,severe_gap
甘蓝,药害,chemical_control,2,1,severe_gap
甘蓝,药害,safety_correction,2,1,severe_gap
甘蓝,菌核病,agronomic_control,4,1,thin
甘蓝,菌核病,biological_control,2,0,severe_gap
甘蓝,菌核病,chemical_control,8,1,covered
甘蓝,菌核病,control_timing,2,0,severe_gap
甘蓝,菌核病,general_qa,2,1,severe_gap
甘蓝,菌核病,safety_correction,3,1,thin
甘蓝,菌核病,symptom_diagnosis,5,1,thin
甘蓝,菜螟,chemical_control,1,1,severe_gap
甘蓝,菜螟,safety_correction,1,1,severe_gap
甘蓝,菜青虫,agronomic_control,5,3,thin
甘蓝,菜青虫,biological_control,5,3,thin
甘蓝,菜青虫,chemical_control,19,6,covered
甘蓝,菜青虫,control_timing,3,1,thin
甘蓝,菜青虫,occurrence_condition,1,0,severe_gap
甘蓝,菜青虫,safety_correction,6,4,thin
甘蓝,菜青虫,symptom_diagnosis,5,4,thin
甘蓝,虫卵,chemical_control,1,1,severe_gap
甘蓝,虫卵,occurrence_condition,1,1,severe_gap
甘蓝,蚜,agronomic_control,1,1,severe_gap
甘蓝,蚜,biological_control,1,1,severe_gap
甘蓝,蚜,chemical_control,1,1,severe_gap
甘蓝,蚜,symptom_diagnosis,1,1,severe_gap
甘蓝,蚜虫,agronomic_control,3,3,thin
甘蓝,蚜虫,biological_control,3,2,thin
甘蓝,蚜虫,chemical_control,9,7,covered
甘蓝,蚜虫,occurrence_condition,1,1,severe_gap
甘蓝,蚜虫,safety_correction,5,5,thin
甘蓝,蚜虫,symptom_diagnosis,3,2,thin
甘蓝,螟,agronomic_control,1,0,severe_gap
甘蓝,螟,chemical_control,1,0,severe_gap
甘蓝,裂球,agronomic_control,2,2,severe_gap
甘蓝,裂球,occurrence_condition,4,4,thin
甘蓝,裂球,safety_correction,1,1,severe_gap
甘蓝,裂球,symptom_diagnosis,2,2,severe_gap
甘蓝,褐斑病,agronomic_control,1,1,severe_gap
甘蓝,褐斑病,biological_control,1,0,severe_gap
甘蓝,褐斑病,chemical_control,9,7,covered
甘蓝,褐斑病,general_qa,1,1,severe_gap
甘蓝,褐斑病,symptom_diagnosis,4,4,thin
甘蓝,角斑病,chemical_control,1,1,severe_gap
甘蓝,角斑病,symptom_diagnosis,1,1,severe_gap
甘蓝,软腐病,agronomic_control,4,1,thin
甘蓝,软腐病,biological_control,3,0,thin
甘蓝,软腐病,chemical_control,10,2,covered
甘蓝,软腐病,occurrence_condition,1,1,severe_gap
甘蓝,软腐病,safety_correction,3,1,thin
甘蓝,软腐病,symptom_diagnosis,6,3,thin
甘蓝,银纹夜蛾,agronomic_control,1,0,severe_gap
甘蓝,银纹夜蛾,chemical_control,1,0,severe_gap
甘蓝,银纹夜蛾,safety_correction,1,0,severe_gap
甘蓝,霜霉病,agronomic_control,5,2,thin
甘蓝,霜霉病,biological_control,3,1,thin
甘蓝,霜霉病,chemical_control,10,4,covered
甘蓝,霜霉病,general_qa,1,0,severe_gap
甘蓝,霜霉病,safety_correction,5,3,thin
甘蓝,霜霉病,symptom_diagnosis,4,1,thin
甘蓝,青虫,biological_control,2,0,severe_gap
甘蓝,青虫,chemical_control,3,0,thin
甘蓝,青虫,safety_correction,2,0,severe_gap
甘蓝,黄叶病,agronomic_control,1,0,severe_gap
甘蓝,黄叶病,chemical_control,1,0,severe_gap
甘蓝,黄叶病,occurrence_condition,1,1,severe_gap
甘蓝,黄叶病,symptom_diagnosis,1,1,severe_gap
甘蓝,黄曲条跳甲,biological_control,1,1,severe_gap
甘蓝,黄曲条跳甲,chemical_control,1,1,severe_gap
甘蓝,黄曲条跳甲,symptom_diagnosis,1,1,severe_gap
甘蓝,黑斑病,agronomic_control,6,0,thin
甘蓝,黑斑病,biological_control,2,0,severe_gap
甘蓝,黑斑病,chemical_control,11,1,covered
甘蓝,黑斑病,occurrence_condition,1,0,severe_gap
甘蓝,黑斑病,safety_correction,4,1,thin
甘蓝,黑斑病,symptom_diagnosis,4,4,thin
甘蓝,黑根病,agronomic_control,2,1,severe_gap
甘蓝,黑根病,biological_control,1,0,severe_gap
甘蓝,黑根病,chemical_control,3,1,thin
甘蓝,黑根病,general_qa,1,0,severe_gap
甘蓝,黑根病,occurrence_condition,1,1,severe_gap
甘蓝,黑根病,symptom_diagnosis,1,1,severe_gap
甘蓝,黑胫病,agronomic_control,4,0,thin
甘蓝,黑胫病,biological_control,2,0,severe_gap
甘蓝,黑胫病,chemical_control,4,0,thin
甘蓝,黑胫病,occurrence_condition,1,0,severe_gap
甘蓝,黑胫病,symptom_diagnosis,2,1,severe_gap
甘蓝,黑腐病,agronomic_control,10,7,covered
甘蓝,黑腐病,biological_control,4,3,thin
甘蓝,黑腐病,chemical_control,14,4,covered
甘蓝,黑腐病,occurrence_condition,2,1,severe_gap
甘蓝,黑腐病,safety_correction,11,8,covered
甘蓝,黑腐病,symptom_diagnosis,10,6,covered
羽衣甘蓝,weak_agronomy,agronomic_control,3,0,thin
羽衣甘蓝,weak_agronomy,chemical_control,1,0,severe_gap
羽衣甘蓝,weak_agronomy,general_qa,1,0,severe_gap
羽衣甘蓝,weak_agronomy,safety_correction,3,0,thin
羽衣甘蓝,小菜蛾,chemical_control,1,0,severe_gap
羽衣甘蓝,菜青虫,chemical_control,1,0,severe_gap
羽衣甘蓝,蚜虫,chemical_control,1,0,severe_gap
羽衣甘蓝,软腐病,chemical_control,1,0,severe_gap
羽衣甘蓝,霜霉病,chemical_control,1,0,severe_gap
芥菜,disease,chemical_control,2,2,severe_gap
芥菜,disease,safety_correction,1,1,severe_gap
芥菜,disease,symptom_diagnosis,1,1,severe_gap
芥菜,other,general_qa,2,1,severe_gap
芥菜,pest,chemical_control,1,1,severe_gap
芥菜,pesticide_use,chemical_control,2,1,severe_gap
芥菜,pesticide_use,occurrence_condition,1,1,severe_gap
芥菜,pesticide_use,safety_correction,2,1,severe_gap
芥菜,pesticide_use,symptom_diagnosis,1,1,severe_gap
芥菜,weak_agronomy,agronomic_control,5,0,thin
芥菜,weak_agronomy,chemical_control,8,1,covered
芥菜,weak_agronomy,control_timing,6,0,thin
芥菜,weak_agronomy,general_qa,15,3,covered
芥菜,weak_agronomy,occurrence_condition,6,1,thin
芥菜,weak_agronomy,safety_correction,3,1,thin
芥菜,weak_agronomy,symptom_diagnosis,3,1,thin
芥菜,weed,agronomic_control,1,0,severe_gap
芥菜,weed,safety_correction,1,0,severe_gap
芥菜,叶斑病,chemical_control,3,3,thin
芥菜,叶斑病,occurrence_condition,1,1,severe_gap
芥菜,叶斑病,symptom_diagnosis,1,1,severe_gap
芥菜,地蛆,chemical_control,1,1,severe_gap
芥菜,地蛆,safety_correction,1,1,severe_gap
芥菜,小菜蛾,chemical_control,3,0,thin
芥菜,斜纹夜蛾,chemical_control,3,0,thin
芥菜,根瘤病,biological_control,1,0,severe_gap
芥菜,根瘤病,chemical_control,1,0,severe_gap
芥菜,根瘤病,safety_correction,1,0,severe_gap
芥菜,根肿病,chemical_control,2,0,severe_gap
芥菜,根腐病,agronomic_control,1,0,severe_gap
芥菜,根腐病,biological_control,1,1,severe_gap
芥菜,根腐病,chemical_control,1,1,severe_gap
芥菜,根腐病,symptom_diagnosis,1,1,severe_gap
芥菜,病毒病,chemical_control,2,2,severe_gap
芥菜,病毒病,control_timing,1,1,severe_gap
芥菜,病毒病,occurrence_condition,1,1,severe_gap
芥菜,病毒病,safety_correction,2,2,severe_gap
芥菜,病毒病,symptom_diagnosis,3,3,thin
芥菜,瘁倒病,chemical_control,1,1,severe_gap
芥菜,瘁倒病,safety_correction,1,1,severe_gap
芥菜,白斑病,agronomic_control,1,1,severe_gap
芥菜,白斑病,chemical_control,2,2,severe_gap
芥菜,白斑病,occurrence_condition,1,1,severe_gap
芥菜,白锈病,chemical_control,1,0,severe_gap
芥菜,白锈病,safety_correction,1,0,severe_gap
芥菜,白锈病,symptom_diagnosis,1,0,severe_gap
芥菜,立枯病,chemical_control,1,1,severe_gap
芥菜,立枯病,safety_correction,1,1,severe_gap
芥菜,细菌性,chemical_control,1,1,severe_gap
芥菜,细菌性,safety_correction,1,1,severe_gap
芥菜,菌核病,agronomic_control,2,0,severe_gap
芥菜,菌核病,biological_control,1,0,severe_gap
芥菜,菌核病,chemical_control,3,1,thin
芥菜,菌核病,symptom_diagnosis,2,0,severe_gap
芥菜,蚜虫,chemical_control,1,1,severe_gap
芥菜,蚜虫,safety_correction,1,1,severe_gap
芥菜,褐斑病,chemical_control,2,2,severe_gap
芥菜,褐斑病,symptom_diagnosis,2,2,severe_gap
芥菜,软腐病,agronomic_control,1,0,severe_gap
芥菜,软腐病,chemical_control,6,1,thin
芥菜,软腐病,occurrence_condition,1,0,severe_gap
芥菜,软腐病,safety_correction,1,1,severe_gap
芥菜,软腐病,symptom_diagnosis,2,0,severe_gap
芥菜,霜霉病,chemical_control,4,4,thin
芥菜,霜霉病,safety_correction,1,1,severe_gap
芥菜,霜霉病,symptom_diagnosis,3,3,thin
芥菜,青虫,chemical_control,3,0,thin
芥菜,马齿苋,chemical_control,1,0,severe_gap
芥菜,黄曲条跳甲,chemical_control,4,3,thin
芥菜,黄曲条跳甲,occurrence_condition,1,1,severe_gap
芥菜,黄曲条跳甲,safety_correction,2,1,severe_gap
芥菜,黄曲条跳甲,symptom_diagnosis,1,1,severe_gap
芥菜,黑心病,biological_control,1,0,severe_gap
芥菜,黑心病,chemical_control,1,0,severe_gap
芥菜,黑心病,safety_correction,1,0,severe_gap
芥菜,黑斑病,chemical_control,1,1,severe_gap
芥菜,黑斑病,symptom_diagnosis,1,1,severe_gap
芥菜,黑腐病,chemical_control,1,0,severe_gap
芥菜,黑腐病,safety_correction,1,0,severe_gap
芥菜,黑腐病,symptom_diagnosis,1,0,severe_gap
芥蓝,weed,chemical_control,1,0,severe_gap
芥蓝,红蜘蛛,chemical_control,1,0,severe_gap
花椰菜,disease,biological_control,3,3,thin
花椰菜,disease,chemical_control,16,13,covered
花椰菜,disease,occurrence_condition,6,5,thin
花椰菜,disease,safety_correction,7,7,thin
花椰菜,disease,symptom_diagnosis,12,12,covered
花椰菜,mixed_pest_disease,agronomic_control,2,0,severe_gap
花椰菜,mixed_pest_disease,chemical_control,2,0,severe_gap
花椰菜,mixed_pest_disease,symptom_diagnosis,2,0,severe_gap
花椰菜,other,chemical_control,9,3,covered
花椰菜,other,control_timing,4,4,thin
花椰菜,other,general_qa,5,3,thin
花椰菜,other,occurrence_condition,2,1,severe_gap
花椰菜,other,safety_correction,2,0,severe_gap
花椰菜,other,symptom_diagnosis,10,9,covered
花椰菜,pest,chemical_control,5,3,thin
花椰菜,pest,occurrence_condition,2,2,severe_gap
花椰菜,pest,safety_correction,2,0,severe_gap
花椰菜,pest,symptom_diagnosis,3,2,thin
花椰菜,pesticide_use,chemical_control,9,2,covered
花椰菜,pesticide_use,safety_correction,4,0,thin
花椰菜,pesticide_use,symptom_diagnosis,2,2,severe_gap
花椰菜,weak_agronomy,agronomic_control,17,5,covered
花椰菜,weak_agronomy,biological_control,8,4,covered
花椰菜,weak_agronomy,chemical_control,60,26,covered
花椰菜,weak_agronomy,control_timing,15,5,covered
花椰菜,weak_agronomy,general_qa,121,40,covered
花椰菜,weak_agronomy,occurrence_condition,45,18,covered
花椰菜,weak_agronomy,safety_correction,22,6,covered
花椰菜,weak_agronomy,symptom_diagnosis,13,6,covered
花椰菜,weed,chemical_control,14,8,covered
花椰菜,weed,general_qa,1,0,severe_gap
花椰菜,weed,safety_correction,4,2,thin
花椰菜,先期抽薹,control_timing,1,0,severe_gap
花椰菜,先期抽薹,occurrence_condition,1,0,severe_gap
花椰菜,先期抽薹,safety_correction,1,0,severe_gap
花椰菜,叶斑病,biological_control,2,0,severe_gap
花椰菜,叶斑病,chemical_control,7,4,thin
花椰菜,叶斑病,safety_correction,3,2,thin
花椰菜,叶斑病,symptom_diagnosis,2,2,severe_gap
花椰菜,叶枯病,agronomic_control,2,0,severe_gap
花椰菜,叶枯病,biological_control,1,0,severe_gap
花椰菜,叶枯病,chemical_control,4,0,thin
花椰菜,叶枯病,safety_correction,1,0,severe_gap
花椰菜,地下害虫,chemical_control,1,0,severe_gap
花椰菜,地种蝇,control_timing,1,1,severe_gap
花椰菜,地种蝇,occurrence_condition,1,1,severe_gap
花椰菜,地种蝇,symptom_diagnosis,1,1,severe_gap
花椰菜,地蛆,chemical_control,2,0,severe_gap
花椰菜,地蛆,occurrence_condition,1,0,severe_gap
花椰菜,小菜蛾,agronomic_control,1,1,severe_gap
花椰菜,小菜蛾,biological_control,2,2,severe_gap
花椰菜,小菜蛾,chemical_control,7,3,thin
花椰菜,小菜蛾,control_timing,2,2,severe_gap
花椰菜,小菜蛾,general_qa,1,0,severe_gap
花椰菜,小菜蛾,safety_correction,2,1,severe_gap
花椰菜,小菜蛾,symptom_diagnosis,7,5,thin
花椰菜,干烧心,general_qa,1,0,severe_gap
花椰菜,播娘蒿,chemical_control,1,1,severe_gap
花椰菜,斑须蝽,chemical_control,1,1,severe_gap
花椰菜,斑须蝽,control_timing,1,1,severe_gap
花椰菜,斑须蝽,symptom_diagnosis,2,2,severe_gap
花椰菜,斜纹夜蛾,chemical_control,3,0,thin
花椰菜,斜纹夜蛾,safety_correction,1,0,severe_gap
花椰菜,斜纹夜蛾,symptom_diagnosis,1,0,severe_gap
花椰菜,早花,agronomic_control,1,1,severe_gap
花椰菜,早花,chemical_control,1,1,severe_gap
花椰菜,早花,occurrence_condition,1,1,severe_gap
花椰菜,早花,safety_correction,1,1,severe_gap
花椰菜,杂草,general_qa,1,0,severe_gap
花椰菜,枯萎病,chemical_control,2,2,severe_gap
花椰菜,枯萎病,symptom_diagnosis,2,2,severe_gap
花椰菜,根结线虫,agronomic_control,1,0,severe_gap
花椰菜,根结线虫,chemical_control,1,0,severe_gap
花椰菜,根结线虫,general_qa,3,0,thin
花椰菜,根结线虫,safety_correction,1,0,severe_gap
花椰菜,根结线虫病,general_qa,1,0,severe_gap
花椰菜,根肿病,agronomic_control,5,0,thin
花椰菜,根肿病,chemical_control,7,0,thin
花椰菜,根肿病,general_qa,1,0,severe_gap
花椰菜,根肿病,safety_correction,3,0,thin
花椰菜,根肿病,symptom_diagnosis,1,0,severe_gap
花椰菜,根腐病,chemical_control,2,2,severe_gap
花椰菜,根腐病,occurrence_condition,2,2,severe_gap
花椰菜,横纹菜蝽,agronomic_control,1,1,severe_gap
花椰菜,横纹菜蝽,chemical_control,1,1,severe_gap
花椰菜,横纹菜蝽,control_timing,1,1,severe_gap
花椰菜,横纹菜蝽,symptom_diagnosis,2,2,severe_gap
花椰菜,毛刺花球,occurrence_condition,2,2,severe_gap
花椰菜,毛球,safety_correction,2,2,severe_gap
花椰菜,毛球,symptom_diagnosis,2,2,severe_gap
花椰菜,毛花,occurrence_condition,1,1,severe_gap
花椰菜,毛花,symptom_diagnosis,1,1,severe_gap
花椰菜,灰地种蝇,agronomic_control,1,1,severe_gap
花椰菜,灰地种蝇,chemical_control,1,1,severe_gap
花椰菜,灰地种蝇,control_timing,1,1,severe_gap
花椰菜,灰地种蝇,symptom_diagnosis,1,1,severe_gap
花椰菜,灰霉病,chemical_control,3,1,thin
花椰菜,灰霉病,general_qa,1,0,severe_gap
花椰菜,灰霉病,safety_correction,1,0,severe_gap
花椰菜,炭疽病,chemical_control,2,1,severe_gap
花椰菜,炭疽病,symptom_diagnosis,1,0,severe_gap
花椰菜,煤污病,occurrence_condition,2,2,severe_gap
花椰菜,猝倒病,agronomic_control,3,0,thin
花椰菜,猝倒病,chemical_control,4,1,thin
花椰菜,猝倒病,control_timing,2,0,severe_gap
花椰菜,猝倒病,general_qa,1,0,severe_gap
花椰菜,猝倒病,safety_correction,4,0,thin
花椰菜,猝倒病,symptom_diagnosis,1,0,severe_gap
花椰菜,猪殃殃,chemical_control,1,1,severe_gap
花椰菜,甘蓝夜蛾,chemical_control,1,0,severe_gap
花椰菜,甘蓝夜蛾,control_timing,1,0,severe_gap
花椰菜,甘蓝夜蛾,safety_correction,1,1,severe_gap
花椰菜,甘蓝夜蛾,symptom_diagnosis,2,1,severe_gap
花椰菜,甜菜夜蛾,agronomic_control,1,1,severe_gap
花椰菜,甜菜夜蛾,biological_control,1,1,severe_gap
花椰菜,甜菜夜蛾,chemical_control,4,1,thin
花椰菜,甜菜夜蛾,control_timing,1,1,severe_gap
花椰菜,甜菜夜蛾,occurrence_condition,1,1,severe_gap
花椰菜,甜菜夜蛾,safety_correction,2,0,severe_gap
花椰菜,甜菜夜蛾,symptom_diagnosis,2,1,severe_gap
花椰菜,生理,safety_correction,1,1,severe_gap
花椰菜,生理,symptom_diagnosis,1,1,severe_gap
花椰菜,生理性,occurrence_condition,1,1,severe_gap
花椰菜,生理性,safety_correction,1,1,severe_gap
花椰菜,生理性,symptom_diagnosis,2,2,severe_gap
花椰菜,生理性坏死斑点,symptom_diagnosis,1,1,severe_gap
花椰菜,生理性沤根,chemical_control,1,1,severe_gap
花椰菜,疫病,symptom_diagnosis,1,1,severe_gap
花椰菜,疮痂病,symptom_diagnosis,1,0,severe_gap
花椰菜,病毒病,chemical_control,5,2,thin
花椰菜,病毒病,safety_correction,1,0,severe_gap
花椰菜,白斑病,agronomic_control,1,1,severe_gap
花椰菜,白斑病,chemical_control,3,3,thin
花椰菜,白斑病,symptom_diagnosis,2,2,severe_gap
花椰菜,白飞虱,chemical_control,1,0,severe_gap
花椰菜,硼过剩症,occurrence_condition,1,1,severe_gap
花椰菜,硼过剩症,safety_correction,1,1,severe_gap
花椰菜,硼过剩症,symptom_diagnosis,1,1,severe_gap
花椰菜,立枯病,agronomic_control,3,0,thin
花椰菜,立枯病,chemical_control,3,0,thin
花椰菜,立枯病,control_timing,2,0,severe_gap
花椰菜,立枯病,general_qa,1,0,severe_gap
花椰菜,立枯病,safety_correction,5,0,thin
花椰菜,粉虱,chemical_control,1,0,severe_gap
花椰菜,红蜘蛛,biological_control,1,0,severe_gap
花椰菜,红蜘蛛,chemical_control,1,0,severe_gap
花椰菜,红蜘蛛,safety_correction,1,0,severe_gap
花椰菜,细菌性,chemical_control,10,10,covered
花椰菜,细菌性,occurrence_condition,1,1,severe_gap
花椰菜,细菌性,safety_correction,7,7,thin
花椰菜,细菌性,symptom_diagnosis,9,9,covered
花椰菜,细菌性斑点病,symptom_diagnosis,1,0,severe_gap
花椰菜,缺硼症,chemical_control,4,3,thin
花椰菜,缺硼症,control_timing,1,1,severe_gap
花椰菜,缺硼症,occurrence_condition,2,2,severe_gap
花椰菜,缺硼症,symptom_diagnosis,5,3,thin
花椰菜,缺钙,chemical_control,1,1,severe_gap
花椰菜,缺钙,occurrence_condition,1,1,severe_gap
花椰菜,缺钙,symptom_diagnosis,3,3,thin
花椰菜,缺钙生理性,chemical_control,1,1,severe_gap
花椰菜,缺钙生理性,symptom_diagnosis,1,1,severe_gap
花椰菜,缺钼,chemical_control,1,1,severe_gap
花椰菜,缺钼,occurrence_condition,1,1,severe_gap
花椰菜,缺钼,safety_correction,1,1,severe_gap
花椰菜,缺钼,symptom_diagnosis,1,1,severe_gap
花椰菜,缺钼症,chemical_control,1,1,severe_gap
花椰菜,缺钼症,symptom_diagnosis,1,1,severe_gap
花椰菜,缺钾,occurrence_condition,1,1,severe_gap
花椰菜,缺钾,symptom_diagnosis,1,1,severe_gap
花椰菜,缺铁症,agronomic_control,1,1,severe_gap
花椰菜,缺铁症,chemical_control,1,1,severe_gap
花椰菜,缺铁症,symptom_diagnosis,1,1,severe_gap
花椰菜,缺锌,chemical_control,1,1,severe_gap
花椰菜,缺锌,symptom_diagnosis,1,1,severe_gap
花椰菜,缺镁,chemical_control,1,1,severe_gap
花椰菜,缺镁,symptom_diagnosis,2,2,severe_gap
花椰菜,花叶病,biological_control,1,0,severe_gap
花椰菜,花叶病,chemical_control,1,0,severe_gap
花椰菜,花球散花,agronomic_control,1,1,severe_gap
花椰菜,花球散花,occurrence_condition,1,1,severe_gap
花椰菜,花球散花,symptom_diagnosis,1,1,severe_gap
花椰菜,茎基腐,chemical_control,2,2,severe_gap
花椰菜,茎腐病,occurrence_condition,1,1,severe_gap
花椰菜,药害,chemical_control,1,1,severe_gap
花椰菜,药害,safety_correction,1,1,severe_gap
花椰菜,药害,symptom_diagnosis,1,1,severe_gap
花椰菜,菌核病,agronomic_control,2,2,severe_gap
花椰菜,菌核病,biological_control,1,0,severe_gap
